participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end
3,en_participant_0003,Q4,Practical Past AI Use,Medium,neutral,I have used ChatGPT to write cover letters and update my resume about a year ago when I was looking for a job.,16,16
3,en_participant_0003,Q4,Curiosity Driven Exploration,Medium,positive,"I had heard a friend used AI for recipe ideas, so I just typed in toddler-friendly meals because I'm a mom. I haven't tried it for adult meals yet, but I am intrigued by the idea.",20,20
3,en_participant_0003,Q4,Social Media Inspired Creativity,Low,positive,I had seen on social media that this was something you could do to create a customized coloring book.,24,24
3,en_participant_0003,Q5,Moderation Surprise Acceptance,Medium,mixed,"I was actually kind of pleased that it rejected my photo because it was one that I hadn't considered inappropriate. It was a picture of my daughter using the potty, which I thought would be fun to turn into a coloring page, but it never occurred to me that it was inappropriate.",29,29
3,en_participant_0003,Q8,Old School Cautious User,High,negative,"I am a little old school and a bit nervous about using AI exclusively. I always like to double-check that it's accurate, both in work and outside of work.",43,43
3,en_participant_0003,Q8,Job Replacement Fear,High,negative,"I would be interested in continuing to use it for work, but I also have concerns that it might replace me.",43,43
3,en_participant_0003,Q8,AI Capability Uncertainty,High,neutral,I don't yet have a full grasp of what it could do.,47,47
3,en_participant_0003,Q8,Satisfied With Current Scope,Medium,neutral,"It can't drive a car, it can't take care of my child, and it can't buy groceries for me. So I think right now, I'm just enjoying its current capabilities.",47,47
3,en_participant_0003,Q9,Human Approval Before Action,High,neutral,"I would be worried about errors, so I would want to double-check things. I would prefer to approve items before they automatically go to email or send a calendar invite.",56,56
3,en_participant_0003,Q9,AI Integration Efficiency Value,Medium,positive,"AI is also interconnected with some of the tools that I use for work, like video editing and transcription, which I love.",56,56
3,en_participant_0003,Q11,Dynamic Personalisation Delight,High,positive,I really liked how the AI was dynamic and how it provided customized questions based on my previous responses. That was pretty cool.,66,66
3,en_participant_0003,Q11,Repetition Frustration Stakes,High,negative,"I think I was just kind of frustrated because I didn't have a good answer, and I would have liked it if it was a human who could have pivoted and maybe asked something else. So, it felt a little bit limiting, but I don't think the stakes were very high here, so it didn't matter ... It could be a bigger issue if I was interviewing for a job or in a work meeting with a client.",70,70
3,en_participant_0003,Q11,Indirect Question Preference,Medium,neutral,"a better question would have been, ""What are some tasks that are really time-consuming and arduous in your life today?"" Something less direct and more indirect.",74,74
