participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end
48,en_participant_0048,Q4,Diverse Personal AI Use,High,neutral,"I use AI for my resume and summaries of my portfolio case studies, cover letters, and even for planning trips to other places, including itineraries and gardening plans.",16,16
48,en_participant_0048,Q4,Trip Planning Priorities,Medium,positive,"I like to know where to visit, such as famous restaurants, good historical sites, and hotels that people love, along with good and affordable food. I also want to know about good routes.",20,20
48,en_participant_0048,Q4,Gardening Knowledge Seeking,Medium,positive,"I want to know about local plants that are resilient and drought-tolerant, especially flowers, and I need guidance on that. Also, considering my location, maybe there are some native plants I can leverage.",24,24
48,en_participant_0048,Q5,Privacy Data Avoidance,High,negative,"I want to ask about some financial planning, but that's a lot of private data, and I don't want to somehow deal with future privacy data issues. That's why I didn't do anything from a privacy perspective.",29,29
48,en_participant_0048,Q5,Cybersecurity Fear,High,negative,"I'm worried about, like, cybersecurity risk. If my data, is out in the public, someone can use against me ... I don't wanna encourage any because of my data is out there and and have that becoming that, you know, gonna trigger becoming the the victim of the digital scams.",33,33
48,en_participant_0048,Q8,Proactive Context Coaching,High,positive,"I think a perfect AI assistant would have a good context about what I'm going to do, especially when it comes to Project A. It would already have a better understanding and start suggesting the next moves. It could also encourage me and schedule the right times so that I can achieve better results.",47,47
48,en_participant_0048,Q8,Interview Prep Coaching,High,positive,"Let's say I have a scheduled interview next Friday. The AI assistant would provide me with a plan on what I need to do to perform really well in that interview. It would give me the company context, information about the interviewer, and the strategy I should follow ... From Monday until the interview, it would suggest tasks for me to work on together. After the interview, it would ask me how it went, almost like a career coach.",51,51
48,en_participant_0048,Q9,Trust Based System Access,High,neutral,"Part of the AI system is a trust level. Based on the trust and automation level, it would enable the AI to ask, ""Is it okay to have access to this?"" I think that would be important. Enabling trust would then allow for better connections.",60,60
48,en_participant_0048,Q11,AI Interview Technical Friction,Medium,negative,"It feels a little weird, I have to say. I like the human interaction, but definitely, maybe some introverts, you know, that type of personality, they'll prefer this. But the frustration is that there is always asking, like, in the subject with the audio or video and refresh the page. So I had to repeat the change, like, three or four times.",74,74
48,en_participant_0048,Q11,Voice Interaction Gap,High,negative,"I have to agree that there's no voice, and that's a lot.",78,78
