participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end
49,en_participant_0049,Q4,Frequent Personal AI Use,High,positive,"On a regular basis for my personal tasks, I usually use AI tools a lot.",16,16
49,en_participant_0049,Q4,Email Summarization Use,Medium,positive,I use Google Gemini to summarize my emails and also to draft for me sometimes.,16,16
49,en_participant_0049,Q4,Smart Search For Travel,Medium,positive,"I use it as a smart search engine, which is like Perplexity AI. I mainly use it for doing research online and trying to find out information on the best apartments around me or the best flight, the cheapest flight tickets I can find for my upcoming travel, or even to plan my travel.",16,16
49,en_participant_0049,Q4,Detailed Itinerary Planning,Medium,positive,"I have a specific date set, and I'm asking it to set up a time for me. It should tell me what all places I should visit in that time, and then keep car rentals or things to eat around this place, and so on.",16,16
49,en_participant_0049,Q4,Trip Optimization Query,Medium,neutral,What would be the optimal path to cover all these locations without moving back and forth?,20,20
49,en_participant_0049,Q4,Flight Reliability Doubt,High,negative,"The results are about 80% accurate; sometimes, especially for flight tickets, it's not always reliable, but for itinerary planning, it's actually very good.",22,22
49,en_participant_0049,Q4,Formal Tone Problem,High,negative,"Even though I've asked it to be informal, it tends to use very high-level language or high-level context, causing it to appear quite formal.",26,26
49,en_participant_0049,Q4,AI Writing Detection,Medium,negative,The other person can easily tell that I basically asked AI to write a response instead of typing it up myself.,26,26
49,en_participant_0049,Q4,Email Summarization Errors,High,negative,"Google Gemini tends to reiterate things incorrectly as well. Sometimes, when it's analyzing or summarizing emails, it's about 70% accurate, but 30% of the time, when there isn't a specific flow in the content of the email, it tends to misinterpret things and gives us incorrect answers.",26,26
49,en_participant_0049,Q5,Image Generation Failure,High,negative,"when I was trying to use AI to generate certain images. I was planning to gift my parents a photo frame with their VIP art. At that time, I was using ChatGPT's Pro subscription, but it seemed overloaded or something, and it just kept failing the tasks.",31,31
49,en_participant_0049,Q5,Misinterpretation And Degradation,High,negative,"it would misinterpret the images, creating ones that did not make any sense or did not resemble the real image. When I asked it to correct the images, it would just go haywire and start imagining things.",31,31
49,en_participant_0049,Q5,Rate Limiting Frustration,Medium,negative,"After a while, it would hit the rate limit and say I had to wait for an hour or so.",31,31
49,en_participant_0049,Q5,DALL-E Alternative Attempt,Medium,mixed,"I ended up using DALL-E for image creation. It did a fairly decent job, but not a great one.",35,35
49,en_participant_0049,Q6,Moderate Trust Level,Medium,neutral,3 - Moderate trust,40,40
49,en_participant_0049,Q8,Personalized AI Understanding,High,positive,My perfect AI personal assistant would be an AI tool that understands how I operate and the way I work.,49,49
49,en_participant_0049,Q8,Behavior Adaptation Over Practices,High,positive,"When I ask it to perform a certain task, it should behave like me while doing it, not just try to follow best practices.",49,49
49,en_participant_0049,Q8,JARVIS Vision,High,positive,"If I were to describe an AI tool that I could use, it would be like J.A.R.V.I.S. from Iron Man or something similar.",49,49
49,en_participant_0049,Q8,Productivity Boost Expectation,High,positive,"It could boost productivity by almost 200% in a day, as you would simply tell it what you're thinking, and it would get it done because it already knows how to do it.",49,49
49,en_participant_0049,Q8,Preference Learning Desire,High,positive,"my AI assistant should know that I don't personally like Starbucks, contrary to public opinion, but I would prefer a local store, like HomeBean or something like that.",53,53
49,en_participant_0049,Q8,Personalized Recommendation Expectation,High,positive,it should be able to recommend those options without just showing me the coffee shop nearby and suggesting I go to Starbucks because it has good ratings.,53,53
49,en_participant_0049,Q8,Behavioral Pattern Learning,High,positive,"I will definitely have to consent to it, but I would prefer if it could actually follow me around for a few days and try to learn what I do. Then it could maybe map out the way I think and how my mind operates.",57,57
49,en_participant_0049,Q8,Health And Logistics Support,Medium,positive,"helping me schedule those appointments, or walking me through things I have to do, like changing a car tire.",57,57
49,en_participant_0049,Q8,Contextual Meal Preference,Medium,positive,"what type of day I had, so that on that day, it could suggest what kind of meal I would prefer.",57,57
49,en_participant_0049,Q9,Unified Unified Calendar View,High,positive,"if it were actually connected to those things, you would have one space that provides you with everything. It would tell you what emails you have and how your calendar looks.",62,62
49,en_participant_0049,Q9,Multi-Email Integration Need,High,positive,"If it could sync with all your other calendars, like your Outlook emails and your Gmail, I don't know if that's possible, but maybe even your work emails too.",62,62
49,en_participant_0049,Q9,Priority Email Detection,High,positive,"it could also prioritize tasks after reading those emails, so it could inform me that this person sent a priority email, and I should respond to them first.",62,62
49,en_participant_0049,Q9,Email Overwhelm,High,negative,"Oftentimes, you find yourself in a situation where you have a lot of incoming emails, and it can be overwhelming to go through all of them at once.",62,62
49,en_participant_0049,Q9,VIP Contact Prioritization,High,positive,"It should also allow me to prioritize my family or any specific people I want to prioritize, so if I receive a message from them, it should automatically prioritize it over anything else.",62,62
49,en_participant_0049,Q11,AI Interview Comfort,High,positive,The experience was good. This is actually the second time I've done an AI-based interview. It keeps it interesting because you're not exactly overwhelmed or pressured by the other person.,72,72
49,en_participant_0049,Q11,No Judgment From AI,High,positive,"When you're staring at the screen and you see another person frowning or looking at your face, you tend to feel like they're judging you or something like that.",72,72
49,en_participant_0049,Q11,Honesty Regardless Of Format,Medium,positive,"For me, personally, it does not really affect the depth or honesty of my responses because I try to be as clear as possible. I'm always honest with my responses, and in most cases, I try to be as informative as possible.",76,76
49,en_participant_0049,Q11,Preference For Detail,Medium,positive,"I tend to be way more detailed, and I try to explain everything in detail, regardless of whether they are actually interested or not.",76,76
49,en_participant_0049,Q11,Visual Feedback Desire,Low,positive,"If AI could improve by providing more visual feedback or acknowledgment of the detailed answers, that would be really helpful.",80,80
