participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end
12,en_participant_0012,Q4,Midjourney Creative Process,High,positive,"I start off with kind of a blank slate. What I like to do is load up illustrations I did by hand into Midjourney, and a lot of times I combine those images to see what advances me.",24,24
12,en_participant_0012,Q4,Artistic Imagery Curation,Medium,neutral,"From there, I take what I can use for something else I want to do, which creates a catalog of things I can draw from.",24,24
12,en_participant_0012,Q4,AI As Reference Tool,Medium,neutral,"I can either take something from Photoshop and combine numerous elements to create a successful piece, or sometimes I like to use it just as a clear reference.",24,24
12,en_participant_0012,Q5,Competitive Restrictions Acceptance,High,negative,"These days, there are certain competitions or projects that come my way where I'm instructed not to use AI. Even though I still use it for inspiration and reference, I will not use it directly.",29,29
12,en_participant_0012,Q5,Restriction Constraint Pragmatism,Low,mixed,"Apparently, any and all. But what can you do?",33,33
12,en_participant_0012,Q8,Intelligent Content Curation,High,positive,"I think of the movie ""Her."" It got rid of all my junk mail and how AI would know what I want to see or what I would like, while at the same time challenging me to try different and new things.",47,47
12,en_participant_0012,Q8,Algorithm Recommendation Frustration,Medium,negative,"I think of right now Spotify and how the algorithm so many times suggests things that I don't like, which is shocking to me because they're supposed to monitor my likes and tastes. I feel like sometimes that's not particularly successful, and I have to work too hard to find the things I like.",51,51
12,en_participant_0012,Q8,Time Management Support Need,Medium,neutral,"I guess help me with time management, which is something we all struggle with, I think.",55,55
12,en_participant_0012,Q9,Time Tracking And Awareness,Medium,neutral,Just manage my time better and know how I spend my time.,60,60
12,en_participant_0012,Q9,Calendar Integration Preference,Low,neutral,"Our Google Calendar, something like that.",64,64
12,en_participant_0012,Q11,Unemotional AI Interaction Preference,High,positive,"Straight to the point, without emotion, which I liked. It was very seamless.",74,74
12,en_participant_0012,Q11,Non-Judgmental AI Perception,High,positive,I did not feel judged.,78,78
12,en_participant_0012,Q11,AI Listening Preference,High,positive,I do feel like an AI bot is listening rather than a human interpreting.,82,82
