participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end
19,en_participant_0019,Q4,AI As Personal Companion,High,positive,"I'm asking for ideas and tips, and it's kind of like having a partner.",16,16
19,en_participant_0019,Q4,AI As Search Replacement,High,positive,"I use AI as my new Google search. For anything that comes to mind, whether it's an event or not, or news, I will ask ChatGPT because I can have a conversation or learn more.",16,16
19,en_participant_0019,Q4,Conversational Learning Preference,Medium,positive,I think it's a good way to learn and dig in without having to read a single article and then search for more articles.,16,16
19,en_participant_0019,Q4,Quick Prompt Recovery,Medium,positive,"If it's not hitting the mark or didn't understand me correctly, it's just a simple prompt to say, ""No, I meant this,"" and it usually corrects itself and figures it out pretty quickly.",20,20
19,en_participant_0019,Q4,Iterative Refinement Acceptance,Medium,positive,It does a mass search very quickly and gives me answers. Then I can ask follow-up questions on what interests me the most based on their responses.,24,24
19,en_participant_0019,Q4,Faster Information Acquisition,Medium,positive,"it's more like a conversation than just reading articles, and I feel like I can get more information a lot faster.",24,24
19,en_participant_0019,Q5,Unlimited Prompt Persistence,High,neutral,I can continue to ask AI questions until I kind of land in a place of what I'm looking for.,33,33
19,en_participant_0019,Q8,Desire For Contextual Continuity,High,positive,"Something that really understands me, kind of like a companion or a friend that truly gets my experiences.",47,47
19,en_participant_0019,Q8,Thread Persistence Value,Medium,positive,"if you create an account with AI, you can revisit past conversations. For example, when planning a golf outing, I go back to the same thread every time, so I know it has all that prior information.",47,47
19,en_participant_0019,Q8,Personal Use Satisfaction,Medium,positive,"For personal use, it's meeting my needs pretty well.",47,47
19,en_participant_0019,Q8,Cross-Context Life Understanding,High,positive,"If, rather than having to go to each of those threads ... it could combine all that together and know what's going on in my life. So when I'm asking a question, it could say, for Justin's golf outing, you should do X, Y, Z, and considering what you're going through over here, it might be a good idea to do this.",51,53
19,en_participant_0019,Q8,Serendipitous Suggestion Openness,Medium,positive,"What if the AI not only gave me suggestions for the prompts that I'm asking, but also started giving me ideas for other things? For example, ""Hey, you're a UX designer. Have you ever thought about using this tool?""",57,57
19,en_participant_0019,Q9,Systems Integration Interest,High,positive,"if I was using AI, for example, planning this golfing and whatnot, this is logged in through my personal Gmail account, sending dates to my calendar or automating sending out emails to people that have registered, things like that.",62,62
19,en_participant_0019,Q9,Manual Control Preference,Medium,neutral,I don't mind doing all those extra tasks on my own because then I can really make sure they're done right.,62,62
19,en_participant_0019,Q11,AI Interview Execution Clarity,Low,neutral,"I didn't really think about it being AI interviewing me. I felt like these were pre-prompted questions, but now thinking about it, yes, you did follow up with things that I was saying.",72,72
19,en_participant_0019,Q11,Facial Expression Absence Impact,Medium,mixed,It's different because I'm not getting any facial expressions or anything like that to understand how you are reacting to my answers.,72,72
19,en_participant_0019,Q11,Human Review Reassurance,Low,positive,"I also have in the back of my mind that there is going to be a human reviewing this, so I still have that in the back of my mind.",72,72
19,en_participant_0019,Q13,AI Limitations For Deep Interviews,Medium,neutral,"this seems like a nice quick way to get some answers about something, as long as it doesn't need to be too in-depth. I wouldn't want it to be my job interview by any means.",76,76
19,en_participant_0019,Q13,Conversational Flow Importance,Medium,neutral,"I might be asking a follow-up question during my response so the conversation can flow in that way. Right now, I'm not getting that.",76,76
