participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end
20,en_participant_0020,Q4,Search Primary Use,High,neutral,"I use AI for search pretty much daily, looking up different questions around recipes or really anything that comes up that I'm curious about, like random facts, health-related topics, ingredients, and food.",24,24
20,en_participant_0020,Q4,Health Information Seeking,High,neutral,I'm often wondering if certain things are toxic or unhealthy. A lot of my questions are health-related.,24,24
20,en_participant_0020,Q4,Trip Planning Support,Medium,neutral,"I've used AI for trip planning, mostly to look up itineraries and get suggestions for the top things to do, places to see, or places to eat.",20,20
20,en_participant_0020,Q5,Search Reliability Concerns,High,negative,"if I have a very specific question, like, ""Is rice healthier when it's refrigerated?"" I might get mixed answers or it will show different articles that have different opinions. Sometimes, it doesn't always make the answer clear, and it can even provide a wrong answer citing an incorrect source.",29,29
20,en_participant_0020,Q5,Results Skepticism,Medium,negative,I definitely have to take the results with a grain of salt.,29,29
20,en_participant_0020,Q8,Task Management Fragmentation,High,negative,"So many different items come up, and I find myself having to manually create lists, prioritize, and sort them. Then I have to go through all these different tools to create various tasks and stories, and it all just feels scattered.",47,47
20,en_participant_0020,Q8,Tool Integration Gap,High,negative,"I think AI right now is still so dispersed, which really inhibits its ability to be productive when there's not one connected solution.",47,47
20,en_participant_0020,Q8,Ideal Task Automation,High,positive,"If I had the perfect AI assistant, it would easily track my to-do list, prioritize it, and help check off those items throughout the day.",47,47
20,en_participant_0020,Q9,Email Triage Burden,High,negative,"I receive hundreds of emails a day, and it takes a long time to sort through them all and know what actually requires action.",60,60
20,en_participant_0020,Q9,Email Prioritization Need,High,positive,"being able to flag that, rank it, and sort it would be really helpful.",60,60
20,en_participant_0020,Q11,AI Interview Competence,Medium,positive,I was impressed with the follow-up questions. It really seemed like it was able to understand my responses and then have a pretty good follow-up question to those responses.,70,70
20,en_participant_0020,Q11,Human Connection Irreplaceable,High,negative,you just can't replace human connection and a smile on someone's face. It's how we're wired and have evolved to need human connection,74,74
20,en_participant_0020,Q11,AI Interaction Soul Draining,High,negative,I think it could ultimately be soul-sucking in the long term as it becomes more and more prevalent.,74,74
